item_number,date,consumption
D30200678,2022-09-11,150
D30200678,2022-09-13,127
D30200678,2022-09-15,157
D30200678,2022-09-17,87
D30200678,2022-09-19,102
D30200678,2022-09-21,108
D30200678,2022-09-23,175
D30200678,2022-09-26,149
D30200678,2022-09-28,65
D30200678,2022-09-29,109
D30200678,2022-10-01,173
D30200678,2022-10-06,104
D30200678,2022-10-08,114
D30200678,2022-10-10,110
D30200678,2022-10-12,126
D30200678,2022-10-14,213
D30200678,2022-10-17,84
D30200678,2022-10-19,139
D30200678,2022-10-21,195
D30200678,2022-10-24,106
D30200678,2022-10-26,96
D30200678,2022-10-28,64
D30200678,2022-10-30,60
D30200678,2022-11-01,135
D30200678,2022-11-03,115
D30200678,2022-11-05,93
D30200678,2022-11-07,106
D30200678,2022-11-09,108
D30200678,2022-11-11,134
D30200678,2022-11-13,99
D30200678,2022-11-15,140
D30200678,2022-11-17,79
D30200678,2022-11-19,75
D30200678,2022-11-21,80
D30200678,2022-11-23,71
D30200678,2022-11-25,91
D30200678,2022-11-27,67
D30200678,2022-11-29,25
D30200678,2022-12-01,95
D30200678,2022-12-05,236
D30200678,2022-12-07,129
D30200678,2022-12-09,79
D30200678,2022-12-12,92
D30200678,2022-12-14,114
D30200678,2022-12-16,83
D30200678,2022-12-19,91
D30200678,2022-12-21,103
D30200678,2022-12-23,162
D30200678,2022-12-26,78
D30200678,2022-12-28,86
D30200678,2023-01-02,166
D30200678,2023-01-04,66
D30200678,2023-01-05,139
D30200678,2023-01-09,189
D30200678,2023-01-11,113
D30200678,2023-01-13,167
D30200678,2023-01-16,97
D30200678,2023-01-18,143
D30200678,2023-01-28,88
D30200678,2023-01-30,108
D30200678,2023-02-01,143
D30200678,2023-02-03,182
D30200678,2023-02-06,127
D30200678,2023-02-08,106
D30200678,2023-02-10,207
D30200678,2023-02-13,122
D30200678,2023-02-15,128
D30200678,2023-02-17,173
D30200678,2023-02-20,105
D30200678,2023-02-22,104
D30200678,2023-02-24,94
D30200678,2023-02-27,77
D30200678,2023-03-01,86
D30200678,2023-03-03,202
D30200678,2023-03-06,110
D30200678,2023-03-08,102
D30200678,2023-03-10,144
D30200678,2023-03-13,132
D30200678,2023-03-15,113
D30200678,2023-03-17,164
D30200678,2023-03-20,77
D30200678,2023-03-21,44
D30200678,2023-03-23,38
D30200678,2023-03-25,68
D30200678,2023-03-28,73
D30200678,2023-03-30,35
D30200678,2023-04-01,218
D30200678,2023-04-06,93
D30200678,2023-04-08,196
D30200678,2023-04-12,122
D30200678,2023-04-14,169
D30200678,2023-04-17,98
D30200678,2023-04-19,122
D30200678,2023-04-21,102
D30200678,2023-04-23,98
D30200678,2023-04-25,85
D30200678,2023-04-27,66
D30200678,2023-04-29,39
D30200678,2023-05-02,80
D30200678,2023-05-04,100
D30200678,2023-05-06,140
D30200678,2023-05-08,96
D30200678,2023-05-10,66
D30200678,2023-05-12,165
D30200678,2023-05-15,148
D30200678,2023-05-17,104
D30200678,2023-05-19,305
D30200678,2023-05-24,107
D30200678,2023-05-26,148
D30200678,2023-05-29,8
D30200678,2023-05-30,31
D30200678,2023-06-01,102
D30200678,2023-06-03,208
D30200678,2023-06-07,105
D30200678,2023-06-09,175
D30200678,2023-06-12,103
D30200678,2023-06-14,107
D30200678,2023-06-16,182
D30200678,2023-06-19,118
D30200678,2023-06-21,102
D30200678,2023-06-27,113
D30200678,2023-06-29,109
D30200678,2023-07-01,303
D30200678,2023-07-05,135
D30200678,2023-07-07,166
D30200678,2023-07-10,126
D30200678,2023-07-12,151
D30200678,2023-07-14,161
D30200678,2023-07-17,95
D30200678,2023-07-19,86
D30200678,2023-07-21,245
D30200678,2023-07-24,185
D30200678,2023-07-26,135
D30200678,2023-07-28,141
D30200678,2023-07-30,124
D30200678,2023-08-03,120
D30200678,2023-08-07,215
D30200678,2023-08-09,130
D30200678,2023-08-11,151
D30200678,2023-08-14,85
D30200678,2023-08-16,119
D30200678,2023-08-18,203
D30200678,2023-08-21,95
D30200678,2023-08-23,151
D30200678,2023-08-25,166
D30200678,2023-08-28,82
D30200678,2023-08-30,148
D30200678,2023-09-01,167
D30200678,2023-09-03,113
D30200678,2023-09-05,112
D30200678,2023-09-07,137
D30200678,2023-09-11,189
D30200678,2023-09-13,117
D30200678,2023-09-15,111
D30200678,2023-09-17,93
D30200678,2023-09-19,101
D30200678,2023-09-21,130
D30200678,2023-09-23,336
D30200678,2023-09-27,244
D30200678,2023-09-30,30
D30200678,2023-10-02,145
D30200678,2023-10-06,138
D30200678,2023-10-08,168
D30200678,2023-10-09,155
D30200678,2023-10-12,175
D30200678,2023-10-16,298
D30200678,2023-10-17,120
D30200678,2023-10-18,69
D30200678,2023-10-20,54
D30200678,2023-10-22,83
D30200678,2023-10-24,146
D30200678,2023-10-26,136
D30200678,2023-10-30,333
D30200678,2023-10-31,180
D30200679,2022-01-01,40
D30200679,2022-01-03,27
D30200679,2022-01-05,41
D30200679,2022-01-07,46
D30200679,2022-01-09,35
D30200679,2022-01-11,38
D30200679,2022-01-13,44
D30200679,2022-01-15,43
D30200679,2022-01-17,46
D30200679,2022-01-19,32
D30200679,2022-01-21,35
D30200679,2022-01-23,40
D30200679,2022-01-25,36
D30200679,2022-01-27,36
D30200679,2022-01-29,37
D30200679,2022-02-01,29
D30200679,2022-02-03,21
D30200679,2022-02-05,33
D30200679,2022-02-07,41
D30200679,2022-02-09,48
D30200679,2022-02-11,18
D30200679,2022-02-13,42
D30200679,2022-02-15,47
D30200679,2022-02-17,54
D30200679,2022-02-19,52
D30200679,2022-02-21,30
D30200679,2022-02-23,19
D30200679,2022-02-25,30
D30200679,2022-02-27,47
D30200679,2022-03-01,49
D30200679,2022-03-03,26
D30200679,2022-03-05,31
D30200679,2022-03-07,36
D30200679,2022-03-09,37
D30200679,2022-03-11,38
D30200679,2022-03-13,48
D30200679,2022-03-15,35
D30200679,2022-03-17,36
D30200679,2022-03-19,45
D30200679,2022-03-21,38
D30200679,2022-03-23,35
D30200679,2022-03-25,20
D30200679,2022-03-26,50
D30200679,2022-03-28,32
D30200679,2022-03-30,56
D30200679,2022-04-01,50
D30200679,2022-04-03,63
D30200679,2022-04-06,30
D30200679,2022-04-08,38
D30200679,2022-04-10,26
D30200679,2022-04-12,40
D30200679,2022-04-14,34
D30200679,2022-04-19,15
D30200679,2022-04-22,22
D30200679,2022-04-26,7
D30200679,2022-04-28,30
D30200679,2022-05-02,17
D30200679,2022-05-05,39
D30200679,2022-05-07,23
D30200679,2022-05-09,17
D30200679,2022-05-11,16
D30200679,2022-05-13,49
D30200679,2022-05-16,28
D30200679,2022-05-18,41
D30200679,2022-05-20,39
D30200679,2022-05-23,32
D30200679,2022-05-25,29
D30200679,2022-05-27,33
D30200679,2022-05-30,17
D30200679,2022-06-01,42
D30200679,2022-06-04,66
D30200679,2022-06-06,59
D30200679,2022-06-08,58
D30200679,2022-06-10,39
D30200679,2022-06-12,45
D30200679,2022-06-14,37
D30200679,2022-06-16,34
D30200679,2022-06-18,29
D30200679,2022-06-20,42
D30200679,2022-06-22,20
D30200679,2022-06-24,58
D30200679,2022-06-27,10
D30200679,2022-06-29,28
D30200679,2022-06-30,50
D30200679,2022-07-01,63
D30200679,2022-07-03,2
D30200679,2022-07-05,20
D30200679,2022-07-07,36
D30200679,2022-07-09,26
D30200679,2022-07-11,37
D30200679,2022-07-13,22
D30200679,2022-07-15,42
D30200679,2022-07-18,22
D30200679,2022-07-20,22
D30200679,2022-07-22,67
D30200679,2022-07-25,13
D30200679,2022-07-27,28
D30200679,2022-07-29,18
D30200679,2022-08-01,24
D30200679,2022-08-03,35
D30200679,2022-08-05,73
D30200679,2022-08-08,19
D30200679,2022-08-10,26
D30200679,2022-08-13,28
D30200679,2022-08-15,28
D30200679,2022-08-17,21
D30200679,2022-08-19,48
D30200679,2022-08-22,31
D30200679,2022-08-24,24
D30200679,2022-08-26,57
D30200679,2022-08-29,17
D30200679,2022-08-30,14
D30200679,2022-09-01,6
D30200679,2022-09-02,72
D30200679,2022-09-05,22
D30200679,2022-09-07,30
D30200679,2022-09-09,25
D30200679,2022-09-11,35
D30200679,2022-09-13,22
D30200679,2022-09-15,17
D30200679,2022-09-17,21
D30200679,2022-09-19,42
D30200679,2022-09-21,48
D30200679,2022-09-23,59
D30200679,2022-09-26,13
D30200679,2022-09-28,9
D30200679,2022-09-29,34
D30200679,2022-10-01,58
D30200679,2022-10-06,32
D30200679,2022-10-08,32
D30200679,2022-10-10,31
D30200679,2022-10-12,28
D30200679,2022-10-14,86
D30200679,2022-10-17,25
D30200679,2022-10-19,69
D30200679,2022-10-21,48
D30200679,2022-10-24,17
D30200679,2022-10-26,21
D30200679,2022-10-28,19
D30200679,2022-10-30,20
D30200679,2022-11-01,41
D30200679,2022-11-03,37
D30200679,2022-11-05,48
D30200679,2022-11-07,46
D30200679,2022-11-09,30
D30200679,2022-11-11,32
D30200679,2022-11-13,27
D30200679,2022-11-15,18
D30200679,2022-11-17,17
D30200679,2022-11-19,27
D30200679,2022-11-21,25
D30200679,2022-11-23,30
D30200679,2022-11-25,22
D30200679,2022-11-27,16
D30200679,2022-11-29,4
D30200679,2022-12-01,32
D30200679,2022-12-05,49
D30200679,2022-12-07,21
D30200679,2022-12-09,20
D30200679,2022-12-12,21
D30200679,2022-12-14,28
D30200679,2022-12-16,27
D30200679,2022-12-19,24
D30200679,2022-12-21,10
D30200679,2022-12-23,26
D30200679,2022-12-28,14
D30200679,2023-01-02,36
D30200679,2023-01-04,10
D30200679,2023-01-05,40
D30200679,2023-01-09,53
D30200679,2023-01-11,27
D30200679,2023-01-13,58
D30200679,2023-01-16,26
D30200679,2023-01-18,36
D30200679,2023-01-28,25
D30200679,2023-01-30,15
D30200679,2023-02-01,28
D30200679,2023-02-03,54
D30200679,2023-02-06,22
D30200679,2023-02-08,39
D30200679,2023-02-10,50
D30200679,2023-02-13,17
D30200679,2023-02-15,30
D30200679,2023-02-17,50
D30200679,2023-02-20,22
D30200679,2023-02-22,22
D30200679,2023-02-24,16
D30200679,2023-02-27,11
D30200679,2023-03-01,26
D30200679,2023-03-03,57
D30200679,2023-03-06,21
D30200679,2023-03-08,30
D30200679,2023-03-10,60
D30200679,2023-03-13,9
D30200679,2023-03-15,39
D30200679,2023-03-17,50
D30200679,2023-03-20,22
D30200679,2023-03-21,1
D30200679,2023-03-23,34
D30200679,2023-03-25,30
D30200679,2023-03-28,35
D30200679,2023-03-30,18
D30200679,2023-04-01,46
D30200679,2023-04-06,35
D30200679,2023-04-08,56
D30200679,2023-04-12,33
D30200679,2023-04-14,49
D30200679,2023-04-17,22
D30200679,2023-04-19,26
D30200679,2023-04-21,26
D30200679,2023-04-23,33
D30200679,2023-04-25,22
D30200679,2023-04-27,35
D30200679,2023-04-29,24
D30200679,2023-05-02,35
D30200679,2023-05-04,41
D30200679,2023-05-06,37
D30200679,2023-05-08,24
D30200679,2023-05-10,28
D30200679,2023-05-12,45
D30200679,2023-05-15,18
D30200679,2023-05-17,25
D30200679,2023-05-19,64
D30200679,2023-05-24,39
D30200679,2023-05-26,54
D30200679,2023-05-29,10
D30200679,2023-05-30,22
D30200679,2023-06-01,28
D30200679,2023-06-03,75
D30200679,2023-06-07,30
D30200679,2023-06-09,60
D30200679,2023-06-12,17
D30200679,2023-06-14,10
D30200679,2023-06-16,58
D30200679,2023-06-19,22
D30200679,2023-06-21,30
D30200679,2023-06-27,33
D30200679,2023-06-29,20
D30200679,2023-07-01,60
D30200679,2023-07-05,34
D30200679,2023-07-07,52
D30200679,2023-07-10,35
D30200679,2023-07-12,30
D30200679,2023-07-14,60
D30200679,2023-07-17,14
D30200679,2023-07-19,28
D30200679,2023-07-21,56
D30200679,2023-07-24,24
D30200679,2023-07-26,32
D30200679,2023-07-28,32
D30200679,2023-07-30,42
D30200679,2023-08-03,36
D30200679,2023-08-07,67
D30200679,2023-08-09,33
D30200679,2023-08-11,62
D30200679,2023-08-14,16
D30200679,2023-08-16,27
D30200679,2023-08-18,75
D30200679,2023-08-21,10
D30200679,2023-08-23,30
D30200679,2023-08-25,60
D30200679,2023-08-28,20
D30200679,2023-08-30,25
D30200679,2023-09-01,39
D30200679,2023-09-03,40
D30200679,2023-09-05,27
D30200679,2023-09-07,40
D30200679,2023-09-11,63
D30200679,2023-09-13,42
D30200679,2023-09-15,36
D30200679,2023-09-17,44
D30200679,2023-09-19,16
D30200679,2023-09-21,32
D30200679,2023-09-23,81
D30200679,2023-09-27,37
D30200679,2023-09-30,40
D30200679,2023-10-02,33
D30200679,2023-10-06,20
D30200679,2023-10-08,37
D30200679,2023-10-09,36
D30200679,2023-10-12,42
D30200679,2023-10-16,87
D30200679,2023-10-17,10
D30200679,2023-10-18,23
D30200679,2023-10-20,11
D30200679,2023-10-22,31
D30200679,2023-10-24,28
D30200679,2023-10-26,37
D30200679,2023-10-30,32
D30200679,2023-10-31,100
D30200680,2022-01-01,16
D30200680,2022-01-03,11
D30200680,2022-01-05,10
D30200680,2022-01-07,11
D30200680,2022-01-09,16
D30200680,2022-01-11,15
D30200680,2022-01-13,11
D30200680,2022-01-15,8
D30200680,2022-01-17,13
D30200680,2022-01-19,9
D30200680,2022-01-21,4
D30200680,2022-01-23,9
D30200680,2022-01-25,9
D30200680,2022-01-27,8
D30200680,2022-01-29,9
D30200680,2022-02-01,12
D30200680,2022-02-03,17
D30200680,2022-02-05,5
D30200680,2022-02-07,2
D30200680,2022-02-09,7
D30200680,2022-02-11,9
D30200680,2022-02-13,8
D30200680,2022-02-15,2
D30200680,2022-02-19,3
D30200680,2022-02-23,2
D30200680,2022-02-25,2
D30200680,2022-03-01,2
D30200680,2022-03-03,14
D30200680,2022-03-05,2
D30200680,2022-03-07,5
D30200680,2022-03-11,3
D30200680,2022-03-13,6
D30200680,2022-03-15,2
D30200680,2022-03-17,6
D30200680,2022-03-19,2
D30200680,2022-03-21,3
D30200680,2022-03-23,1
D30200680,2022-03-25,2
D30200680,2022-03-26,8
D30200680,2022-03-28,13
D30200680,2022-03-30,23
D30200680,2022-04-01,10
D30200680,2022-04-03,28
D30200680,2022-04-06,5
D30200680,2022-04-08,8
D30200680,2022-04-22,23
D30200680,2022-04-26,9
D30200680,2022-04-28,7
D30200680,2022-05-02,15
D30200680,2022-05-05,8
D30200680,2022-05-09,4
D30200680,2022-05-11,1
D30200680,2022-05-13,3
D30200680,2022-05-20,3
D30200680,2022-05-23,7
D30200680,2022-05-25,4
D30200680,2022-05-27,3
D30200680,2022-05-30,8
D30200680,2022-06-01,10
D30200680,2022-06-04,8
D30200680,2022-06-08,1
D30200680,2022-06-10,2
D30200680,2022-06-12,2
D30200680,2022-06-14,9
D30200680,2022-06-16,11
D30200680,2022-06-18,10
D30200680,2022-06-20,8
D30200680,2022-06-22,18
D30200680,2022-06-24,13
D30200680,2022-06-27,10
D30200680,2022-06-29,9
D30200680,2022-07-01,22
D30200680,2022-07-03,6
D30200680,2022-07-05,8
D30200680,2022-07-07,12
D30200680,2022-07-09,10
D30200680,2022-07-11,10
D30200680,2022-07-13,14
D30200680,2022-07-15,21
D30200680,2022-07-18,8
D30200680,2022-07-20,20
D30200680,2022-07-22,32
D30200680,2022-07-25,12
D30200680,2022-07-27,10
D30200680,2022-07-29,17
D30200680,2022-08-01,5
D30200680,2022-08-03,11
D30200680,2022-08-05,9
D30200680,2022-08-08,5
D30200680,2022-08-10,10
D30200680,2022-08-13,13
D30200680,2022-08-15,3
D30200680,2022-08-17,10
D30200680,2022-08-19,3
D30200680,2022-08-22,12
D30200680,2022-08-24,7
D30200680,2022-08-26,27
D30200680,2022-08-29,4
D30200680,2022-08-30,6
D30200680,2022-09-01,1
D30200680,2022-09-02,7
D30200680,2022-09-07,9
D30200680,2022-09-09,12
D30200680,2022-09-11,6
D30200680,2022-09-13,12
D30200680,2022-09-15,12
D30200680,2022-09-17,10
D30200680,2022-09-19,11
D30200680,2022-09-21,16
D30200680,2022-09-23,13
D30200680,2022-09-26,1
D30200680,2022-09-28,11
D30200680,2022-09-29,10
D30200680,2022-10-01,31
D30200680,2022-10-06,10
D30200680,2022-10-08,13
D30200680,2022-10-10,7
D30200680,2022-10-12,8
D30200680,2022-10-14,10
D30200680,2022-10-17,4
D30200680,2022-10-19,3
D30200680,2022-10-21,3
D30200680,2022-10-28,3
D30200680,2022-10-30,6
D30200680,2022-11-01,10
D30200680,2022-11-03,15
D30200680,2022-11-05,14
D30200680,2022-11-07,16
D30200680,2022-11-09,6
D30200680,2022-11-11,9
D30200680,2022-11-13,5
D30200680,2022-11-15,2
D30200680,2022-11-17,2
D30200680,2022-11-21,8
D30200680,2022-11-23,9
D30200680,2022-11-25,19
D30200680,2022-11-27,2
D30200680,2022-11-29,2
D30200680,2022-12-01,3
D30200680,2022-12-05,18
D30200680,2022-12-07,13
D30200680,2022-12-09,11
D30200680,2022-12-12,15
D30200680,2022-12-14,3
D30200680,2022-12-16,7
D30200680,2022-12-19,5
D30200680,2022-12-21,10
D30200680,2022-12-23,4
D30200680,2022-12-28,17
D30200680,2023-01-02,9
D30200680,2023-01-04,2
D30200680,2023-01-05,9
D30200680,2023-01-09,28
D30200680,2023-01-11,7
D30200680,2023-01-13,15
D30200680,2023-01-16,1
D30200680,2023-01-18,3
D30200680,2023-01-28,7
D30200680,2023-01-30,8
D30200680,2023-02-01,14
D30200680,2023-02-03,26
D30200680,2023-02-06,9
D30200680,2023-02-08,6
D30200680,2023-02-10,6
D30200680,2023-02-15,2
D30200680,2023-02-17,19
D30200680,2023-02-20,19
D30200680,2023-02-22,13
D30200680,2023-02-24,14
D30200680,2023-02-27,4
D30200680,2023-03-01,4
D30200680,2023-03-03,4
D30200680,2023-03-06,2
D30200680,2023-03-08,9
D30200680,2023-03-10,29
D30200680,2023-03-13,6
D30200680,2023-03-15,11
D30200680,2023-03-17,6
D30200680,2023-03-20,2
D30200680,2023-03-21,4
D30200680,2023-03-23,20
D30200680,2023-03-25,20
D30200680,2023-03-28,15
D30200680,2023-03-30,17
D30200680,2023-04-01,12
D30200680,2023-04-06,4
D30200680,2023-04-08,10
D30200680,2023-04-12,9
D30200680,2023-04-14,12
D30200680,2023-04-17,3
D30200680,2023-04-19,11
D30200680,2023-04-21,14
D30200680,2023-04-23,8
D30200680,2023-04-27,9
D30200680,2023-04-29,8
D30200680,2023-05-02,8
D30200680,2023-05-04,7
D30200680,2023-05-06,2
D30200680,2023-05-08,5
D30200680,2023-05-10,15
D30200680,2023-05-12,21
D30200680,2023-05-15,14
D30200680,2023-05-17,17
D30200680,2023-05-19,20
D30200680,2023-05-24,16
D30200680,2023-05-26,4
D30200680,2023-05-29,12
D30200680,2023-05-30,3
D30200680,2023-06-01,3
D30200680,2023-06-03,26
D30200680,2023-06-07,12
D30200680,2023-06-09,14
D30200680,2023-06-12,4
D30200680,2023-06-14,18
D30200680,2023-06-16,16
D30200680,2023-06-19,7
D30200680,2023-06-21,10
D30200680,2023-06-27,2
D30200680,2023-07-01,13
D30200680,2023-07-05,15
D30200680,2023-07-07,24
D30200680,2023-07-10,9
D30200680,2023-07-12,4
D30200680,2023-07-14,16
D30200680,2023-07-17,19
D30200680,2023-07-19,12
D30200680,2023-07-21,17
D30200680,2023-07-24,6
D30200680,2023-07-26,4
D30200680,2023-07-30,15
D30200680,2023-08-03,10
D30200680,2023-08-07,15
D30200680,2023-08-09,18
D30200680,2023-08-11,20
D30200680,2023-08-14,10
D30200680,2023-08-16,3
D30200680,2023-08-18,14
D30200680,2023-08-21,9
D30200680,2023-08-23,9
D30200680,2023-08-25,36
D30200680,2023-08-28,13
D30200680,2023-08-30,18
D30200680,2023-09-01,18
D30200680,2023-09-03,16
D30200680,2023-09-05,10
D30200680,2023-09-07,9
D30200680,2023-09-11,16
D30200680,2023-09-13,4
D30200680,2023-09-15,8
D30200680,2023-09-17,7
D30200680,2023-09-19,8
D30200680,2023-09-21,7
D30200680,2023-09-23,15
D30200680,2023-09-27,9
D30200680,2023-10-02,15
D30200680,2023-10-06,9
D30200680,2023-10-08,6
D30200680,2023-10-09,3
D30200680,2023-10-12,8
D30200680,2023-10-16,28
D30200680,2023-10-18,3
D30200680,2023-10-20,2
D30200680,2023-10-22,8
D30200680,2023-10-24,10
D30200680,2023-10-26,9
D30200680,2023-10-30,11
D30200717,2022-01-03,10
D30200717,2022-02-07,18
D30200717,2022-02-17,25
D30200717,2022-02-19,36
D30200717,2022-02-21,21
D30200717,2022-02-23,29
D30200717,2022-02-25,27
D30200717,2022-02-27,14
D30200717,2022-03-01,15
D30200717,2022-03-03,18
D30200717,2022-03-05,29
D30200717,2022-03-07,32
D30200717,2022-03-09,15
D30200717,2022-03-11,29
D30200717,2022-03-13,19
D30200717,2022-03-15,16
D30200717,2022-03-17,19
D30200717,2022-03-19,41
D30200717,2022-03-21,45
D30200717,2022-03-23,40
D30200717,2022-03-25,20
D30200717,2022-03-26,12
D30200717,2022-03-28,32
D30200717,2022-03-30,24
D30200717,2022-04-01,24
D30200717,2022-05-18,7
D30200717,2022-05-20,22
D30200717,2022-05-23,4
D30200717,2022-05-25,16
D30200717,2022-05-27,18
D30200717,2022-05-30,1
D30200717,2022-06-01,11
D30200717,2022-06-04,16
D30200717,2022-06-06,10
D30200717,2022-06-08,31
D30200717,2022-06-10,28
D30200717,2022-06-12,20
D30200717,2022-06-14,20
D30200717,2022-06-16,18
D30200717,2022-06-18,23
D30200717,2022-06-20,20
D30200717,2022-06-22,10
D30200717,2022-06-24,39
D30200717,2022-06-27,10
D30200717,2022-06-29,15
D30200717,2022-07-01,37
D30200717,2022-07-03,7
D30200717,2022-07-05,24
D30200717,2022-07-07,19
D30200717,2022-07-09,22
D30200717,2022-07-11,25
D30200717,2022-07-13,26
D30200717,2022-07-15,59
D30200717,2022-07-18,19
D30200717,2022-07-20,19
D30200717,2022-07-22,28
D30200717,2022-07-25,11
D30200717,2022-07-27,21
D30200717,2022-07-29,36
D30200717,2022-08-01,13
D30200717,2022-08-03,23
D30200717,2022-08-05,52
D30200717,2022-08-08,14
D30200717,2022-08-10,23
D30200717,2022-08-13,34
D30200717,2022-08-15,30
D30200717,2022-08-17,39
D30200717,2022-08-19,38
D30200717,2022-08-22,23
D30200717,2022-08-24,21
D30200717,2022-08-26,34
D30200717,2022-08-29,27
D30200717,2022-08-30,9
D30200717,2022-09-01,13
D30200717,2022-09-02,39
D30200717,2022-09-05,26
D30200717,2022-09-07,36
D30200717,2022-09-09,28
D30200717,2022-09-11,22
D30200717,2022-09-13,31
D30200717,2022-09-15,32
D30200717,2022-09-17,29
D30200717,2022-09-19,38
D30200717,2022-09-21,26
D30200717,2022-09-23,62
D30200717,2022-09-26,26
D30200717,2022-09-28,26
D30200717,2022-09-29,15
D30200717,2022-10-01,51
D30200717,2022-10-06,19
D30200717,2022-10-08,26
D30200717,2022-10-10,25
D30200717,2022-10-12,31
D30200717,2022-10-14,17
D30200717,2022-10-19,10
D30200717,2022-11-09,35
D30200717,2022-11-11,22
D30200717,2022-11-13,31
D30200717,2022-11-15,8
D30200717,2022-11-17,20
D30200717,2022-11-19,23
D30200717,2022-11-21,18
D30200717,2022-11-23,30
D30200717,2022-11-25,22
D30200717,2022-11-27,19
D30200717,2022-11-29,5
D30200717,2022-12-01,23
D30200717,2022-12-05,34
D30200717,2022-12-28,2
D30200717,2023-01-02,22
D30200717,2023-01-04,23
D30200717,2023-01-05,16
D30200717,2023-01-09,50
D30200717,2023-01-11,26
D30200717,2023-01-13,43
D30200717,2023-01-16,16
D30200717,2023-01-18,38
D30200717,2023-01-28,21
D30200717,2023-01-30,18
D30200717,2023-02-01,25
D30200717,2023-03-01,7
D30200717,2023-03-03,42
D30200717,2023-03-06,7
D30200717,2023-03-08,23
D30200717,2023-03-10,47
D30200717,2023-03-13,15
D30200717,2023-03-15,15
D30200717,2023-03-17,36
D30200717,2023-03-20,7
D30200717,2023-03-21,1
D30200717,2023-03-23,27
D30200717,2023-03-25,33
D30200717,2023-03-28,9
D30200717,2023-03-30,7
D30200717,2023-04-29,24
D30200717,2023-05-02,21
D30200717,2023-05-04,32
D30200717,2023-05-06,19
D30200717,2023-05-08,14
D30200717,2023-05-10,19
D30200717,2023-05-12,40
D30200717,2023-05-15,9
D30200717,2023-05-17,25
D30200717,2023-05-19,47
D30200717,2023-05-24,21
D30200717,2023-05-26,17
D30200717,2023-05-29,15
D30200717,2023-05-30,7
D30200717,2023-06-01,5
D30200717,2023-06-03,29
D30200717,2023-06-07,2
D30200717,2023-06-09,15
D30200717,2023-06-14,5
D30200717,2023-06-16,25
D30200717,2023-06-19,9
D30200717,2023-06-21,21
D30200717,2023-06-27,1
D30200717,2023-07-05,2
D30200717,2023-07-07,15
D30200717,2023-07-10,6
D30200717,2023-07-12,7
D30200717,2023-07-14,21
D30200717,2023-07-17,2
D30200717,2023-07-19,10
D30200717,2023-07-21,5
D30200717,2023-07-24,8
D30200717,2023-07-26,8
D30200717,2023-07-30,4
D30200717,2023-08-03,7
D30200717,2023-08-07,16
D30200717,2023-08-09,8
D30200717,2023-08-11,11
D30200717,2023-08-16,7
D30200717,2023-08-18,15
D30200717,2023-08-21,3
D30200717,2023-08-23,11
D30200717,2023-08-25,19
D30200717,2023-08-28,3
D30200717,2023-09-01,24
D30200717,2023-09-03,16
D30200717,2023-09-05,8
D30200717,2023-09-07,8
D30200717,2023-09-11,23
D30200717,2023-09-15,9
D30200717,2023-09-17,18
D30200717,2023-09-21,10
D30200717,2023-09-23,22
D30200717,2023-09-27,2
D30200717,2023-10-02,17
D30200717,2023-10-06,7
D30200717,2023-10-08,16
D30200717,2023-10-09,10
D30200717,2023-10-12,23
D30200717,2023-10-16,51
D30200717,2023-10-18,7
D30200717,2023-10-20,3
D30200717,2023-10-22,14
D30200717,2023-10-23,10
D30200717,2023-10-24,11
D30200717,2023-10-26,16
D30200717,2023-10-30,21
UMM30200190,2022-01-01,64
UMM30200190,2022-01-03,65
UMM30200190,2022-01-05,67
UMM30200190,2022-01-07,92
UMM30200190,2022-01-09,56
UMM30200190,2022-01-11,57
UMM30200190,2022-01-13,60
UMM30200190,2022-01-15,77
UMM30200190,2022-01-17,64
UMM30200190,2022-01-19,56
UMM30200190,2022-01-21,48
UMM30200190,2022-01-23,54
UMM30200190,2022-01-25,69
UMM30200190,2022-01-27,72
UMM30200190,2022-01-29,83
UMM30200190,2022-02-01,32
UMM30200190,2022-02-03,42
UMM30200190,2022-02-05,60
UMM30200190,2022-02-07,57
UMM30200190,2022-02-09,80
UMM30200190,2022-02-11,70
UMM30200190,2022-02-13,69
UMM30200190,2022-02-15,64
UMM30200190,2022-02-17,52
UMM30200190,2022-02-19,61
UMM30200190,2022-02-21,54
UMM30200190,2022-02-23,51
UMM30200190,2022-02-25,23
UMM30200190,2022-02-27,21
UMM30200190,2022-03-01,43
UMM30200190,2022-03-03,34
UMM30200190,2022-03-05,39
UMM30200190,2022-03-07,72
UMM30200190,2022-03-09,53
UMM30200190,2022-03-11,42
UMM30200190,2022-03-13,59
UMM30200190,2022-03-15,54
UMM30200190,2022-03-17,60
UMM30200190,2022-03-19,69
UMM30200190,2022-03-21,53
UMM30200190,2022-03-23,48
UMM30200190,2022-03-25,26
UMM30200190,2022-03-26,47
UMM30200190,2022-03-28,17
UMM30200190,2022-03-30,25
UMM30200190,2022-04-01,40
UMM30200190,2022-04-03,36
UMM30200190,2022-04-06,42
UMM30200190,2022-04-08,35
UMM30200190,2022-04-10,16
UMM30200190,2022-04-12,27
UMM30200190,2022-04-14,33
UMM30200190,2022-04-19,25
UMM30200190,2022-04-22,34
UMM30200190,2022-04-26,41
UMM30200190,2022-04-28,82
UMM30200190,2022-05-02,88
UMM30200190,2022-05-05,44
UMM30200190,2022-05-07,37
